FIPS,COUNTY,ZIP_CODE,PO_NAME,Percent of ZIP code in this county,Percent of county in this ZIP code
18119,Owen County,47459,Solsberry, 0.87 , 0.12 
18119,Owen County,47460,Spencer, 96.06 , 35.43 
18119,Owen County,47471,Worthington, 16.47 , 2.78 
18119,Owen County,47833,Bowling Green, 45.50 , 4.87 
18119,Owen County,47841,Clay City, 0.80 , 0.13 
18119,Owen County,47868,Poland, 85.73 , 12.77 
18121,Parke County,46135,Greencastle, 0.37 , 0.13 
18121,Parke County,46175,Russellville, 0.08 , 0.00 
18121,Parke County,47832,Bloomingdale, 100.00 , 8.37 
18121,Parke County,47834,Brazil, 12.04 , 4.11 
18121,Parke County,47836,Bridgeton, 100.00 , 0.26 
18121,Parke County,47837,Carbon, 77.84 , 5.97 
18121,Parke County,47842,Clinton, 0.04 , 0.01 
18121,Parke County,47859,Marshall, 100.00 , 10.93 
18121,Parke County,47860,Mecca, 100.00 , 0.02 
18121,Parke County,47862,Montezuma, 100.00 , 8.55 
18121,Parke County,47872,Rockville, 100.00 , 38.23 
18121,Parke County,47874,Rosedale, 75.55 , 12.21 
18121,Parke County,47952,Kingman, 35.51 , 8.62 
18121,Parke County,47989,Waveland, 29.14 , 2.60 
18123,Perry County,47118,English, 13.15 , 5.08 
18123,Perry County,47137,Leavenworth, 6.23 , 1.08 
18123,Perry County,47513,Birdseye, 22.66 , 3.84 
18123,Perry County,47514,Branchville, 100.00 , 4.54 
18123,Perry County,47515,Bristow, 100.00 , 13.72 
18123,Perry County,47520,Cannelton, 99.72 , 16.80 
18123,Perry County,47525,Derby, 100.00 , 9.10 
18123,Perry County,47531,Evanston, 0.05 , 0.01 
18123,Perry County,47532,Ferdinand, 4.76 , 0.79 
18123,Perry County,47551,Leopold, 100.00 , 7.68 
18123,Perry County,47574,Rome, 100.00 , 4.62 
18123,Perry County,47576,Saint Croix, 100.00 , 4.68 
18123,Perry County,47577,Saint Meinrad, 30.03 , 1.61 
18123,Perry County,47586,Tell City, 99.95 , 26.22 
18123,Perry County,47588,Troy, 17.62 , 0.22 
18125,Pike County,47541,Holland, 2.97 , 0.15 
18125,Pike County,47542,Huntingburg, 0.65 , 0.16 
18125,Pike County,47546,Jasper, 0.19 , 0.06 
18125,Pike County,47564,Otwell, 74.18 , 8.87 
18125,Pike County,47567,Petersburg, 99.96 , 35.98 
18125,Pike County,47584,Spurgeon, 100.00 , 0.03 
18125,Pike County,47585,Stendal, 99.98 , 9.17 
18125,Pike County,47590,Velpen, 89.85 , 7.49 
18125,Pike County,47598,Winslow, 100.00 , 23.23 
18125,Pike County,47619,Lynnville, 4.99 , 0.67 
18125,Pike County,47637,Tennyson, 0.02 , 0.00 
18125,Pike County,47640,Hazleton, 25.85 , 2.71 
18125,Pike County,47660,Oakland City, 42.12 , 11.47 
18127,Porter County,46301,Beverly Shores, 99.08 , 0.29 
18127,Porter County,46302,Boone Grove, 100.00 , 0.03 
18127,Porter County,46304,Chesterton, 99.79 , 13.66 
18127,Porter County,46307,Crown Point, 2.71 , 0.58 
18127,Porter County,46341,Hebron, 49.32 , 11.30 
18127,Porter County,46342,Hobart, 29.02 , 2.40 
18127,Porter County,46347,Kouts, 99.96 , 15.79 
18127,Porter County,46348,La Crosse, 1.12 , 0.14 
18127,Porter County,46360,Michigan City, 19.54 , 3.74 
18127,Porter County,46368,Portage, 99.48 , 6.23 
18127,Porter County,46383,Valparaiso, 100.00 , 22.11 
18127,Porter County,46385,Valparaiso, 99.99 , 20.67 
18127,Porter County,46390,Wanatah, 0.03 , 0.00 
18127,Porter County,46391,Westville, 31.91 , 2.90 
18127,Porter County,46392,Wheatfield, 0.01 , 0.00 
18127,Porter County,46403,Gary, 8.18 , 0.16 
18129,Posey County,47612,Cynthiana, 35.60 , 1.50 
18129,Posey County,47616,Griffin, 72.68 , 4.73 
18129,Posey County,47620,Mount Vernon, 99.90 , 51.32 
18129,Posey County,47631,New Harmony, 99.90 , 15.22 
18129,Posey County,47633,Poseyville, 90.11 , 12.65 
18129,Posey County,47638,Wadesville, 100.00 , 11.15 
18129,Posey County,47665,Owensville, 0.01 , 0.00 
18129,Posey County,47712,Evansville, 21.73 , 3.42 
18129,Posey County,47720,Evansville, 0.02 , 0.00 
18131,Pulaski County,46366,North Judson, 12.90 , 2.26 
18131,Pulaski County,46374,San Pierre, 13.55 , 0.98 
18131,Pulaski County,46511,Culver, 1.13 , 0.19 
18131,Pulaski County,46939,Kewanna, 5.00 , 1.12 
18131,Pulaski County,46960,Monterey, 64.01 , 5.99 
18131,Pulaski County,46968,Ora, 66.14 , 0.43 
18131,Pulaski County,46978,Royal Center, 5.76 , 0.93 
18131,Pulaski County,46985,Star City, 95.82 , 15.24 
18131,Pulaski County,46996,Winamac, 99.88 , 43.67 
18131,Pulaski County,47946,Francesville, 77.66 , 16.51 
18131,Pulaski County,47957,Medaryville, 94.99 , 12.37 
18131,Pulaski County,47959,Monon, 1.44 , 0.23 
18131,Pulaski County,47960,Monticello, 0.25 , 0.07 
18133,Putnam County,46105,Bainbridge, 100.00 , 8.64 
18133,Putnam County,46120,Cloverdale, 79.85 , 16.42 
18133,Putnam County,46121,Coatesville, 45.78 , 5.50 
18133,Putnam County,46128,Fillmore, 100.00 , 6.85 
18133,Putnam County,46135,Greencastle, 99.63 , 32.26 
18133,Putnam County,46170,Putnamville, 100.00 , 0.01 
18133,Putnam County,46171,Reelsville, 99.99 , 9.01 
18133,Putnam County,46172,Roachdale, 99.97 , 14.90 
18133,Putnam County,46175,Russellville, 99.90 , 5.03 
18133,Putnam County,46180,Stilesville, 0.03 , 0.00 
18133,Putnam County,47456,Quincy, 7.91 , 0.40 
18133,Putnam County,47834,Brazil, 0.01 , 0.00 
18133,Putnam County,47840,Centerpoint, 4.30 , 0.47 
18133,Putnam County,47868,Poland, 2.07 , 0.25 
18133,Putnam County,47954,Ladoga, 1.90 , 0.26 
18133,Putnam County,47989,Waveland, 0.09 , 0.01 
18135,Randolph County,47320,Albany, 5.62 , 0.42 
18135,Randolph County,47340,Farmland, 100.00 , 11.74 
18135,Randolph County,47354,Losantville, 61.94 , 3.69 
18135,Randolph County,47355,Lynn, 99.94 , 13.85 
18135,Randolph County,47358,Modoc, 97.24 , 7.91 
18135,Randolph County,47368,Parker City, 76.21 , 5.54 
18135,Randolph County,47373,Redkey, 8.37 , 0.63 
18135,Randolph County,47380,Ridgeville, 86.39 , 11.29 
18135,Randolph County,47382,Saratoga, 100.00 , 0.05 
18135,Randolph County,47390,Union City, 91.74 , 16.45 
18135,Randolph County,47393,Williamsburg, 13.67 , 1.03 
18135,Randolph County,47394,Winchester, 100.00 , 27.41 
18137,Ripley County,47006,Batesville, 55.97 , 12.91 
18137,Ripley County,47017,Cross Plains, 82.90 , 4.40 
18137,Ripley County,47018,Dillsboro, 24.31 , 4.05 
18137,Ripley County,47023,Holton, 99.98 , 19.54 
18137,Ripley County,47031,Milan, 89.41 , 11.12 
18137,Ripley County,47032,Moores Hill, 4.21 , 0.35 
18137,Ripley County,47034,Napoleon, 100.00 , 0.04 
18137,Ripley County,47037,Osgood, 98.88 , 17.10 
18137,Ripley County,47041,Sunman, 50.02 , 8.51 
18137,Ripley County,47042,Versailles, 100.00 , 16.52 
18137,Ripley County,47223,Butlerville, 0.02 , 0.00 
18137,Ripley County,47224,Canaan, 1.05 , 0.06 
18137,Ripley County,47240,Greensburg, 1.51 , 1.02 
18137,Ripley County,47250,Madison, 8.93 , 4.38 
18139,Rush County,46104,Arlington, 99.99 , 7.77 
18139,Rush County,46115,Carthage, 93.01 , 8.04 
18139,Rush County,46127,Falmouth, 73.84 , 4.53 
18139,Rush County,46133,Glenwood, 61.76 , 4.55 
18139,Rush County,46140,Greenfield, 0.27 , 0.12 
18139,Rush County,46146,Homer, 100.00 , 0.42 
18139,Rush County,46148,Knightstown, 34.36 , 4.39 
18139,Rush County,46150,Manilla, 92.03 , 6.27 
18139,Rush County,46155,Mays, 100.00 , 0.01 
18139,Rush County,46156,Milroy, 99.97 , 10.59 
18139,Rush County,46161,Morristown, 0.44 , 0.03 
18139,Rush County,46173,Rushville, 97.03 , 50.11 
18139,Rush County,46182,Waldron, 12.07 , 0.92 
18139,Rush County,47352,Lewisville, 34.90 , 2.25 
18143,Scott County,47102,Austin, 84.51 , 17.84 
18143,Scott County,47126,Henryville, 3.47 , 0.71 
18143,Scott County,47138,Lexington, 46.87 , 17.80 
18143,Scott County,47147,Nabb, 20.19 , 2.90 
18143,Scott County,47170,Scottsburg, 63.18 , 50.96 
18143,Scott County,47177,Underwood, 58.81 , 6.42 
18143,Scott County,47229,Crothersville, 0.11 , 0.03 
18143,Scott County,47230,Deputy, 12.14 , 3.34 
18143,Scott County,47270,Paris Crossing, 0.05 , 0.00 
18145,Shelby County,46110,Boggstown, 100.00 , 2.97 
18145,Shelby County,46124,Edinburgh, 51.94 , 8.35 
18145,Shelby County,46126,Fairland, 100.00 , 7.83 
18145,Shelby County,46130,Fountaintown, 89.34 , 6.44 
18145,Shelby County,46131,Franklin, 4.01 , 1.13 
18145,Shelby County,46140,Greenfield, 0.06 , 0.03 
18145,Shelby County,46144,Gwynneville, 100.00 , 0.02 
18145,Shelby County,46150,Manilla, 7.97 , 0.54 
18145,Shelby County,46161,Morristown, 92.91 , 6.79 
18145,Shelby County,46162,Needham, 48.46 , 1.43 
18145,Shelby County,46163,New Palestine, 16.56 , 1.19 
18145,Shelby County,46176,Shelbyville, 100.00 , 44.84 
18145,Shelby County,46182,Waldron, 87.93 , 6.62 
18145,Shelby County,46259,Indianapolis, 6.29 , 0.32 
18145,Shelby County,47234,Flat Rock, 98.29 , 7.90 
18145,Shelby County,47240,Greensburg, 1.05 , 0.77 
18145,Shelby County,47272,Saint Paul, 38.94 , 2.84 
18147,Spencer County,47523,Dale, 46.81 , 7.22 
18147,Spencer County,47531,Evanston, 99.94 , 10.34 
18147,Spencer County,47532,Ferdinand, 32.56 , 5.22 
18147,Spencer County,47537,Gentryville, 55.21 , 2.58 
18147,Spencer County,47550,Lamar, 100.00 , 7.65 
18147,Spencer County,47552,Lincoln City, 99.98 , 0.57 
18147,Spencer County,47556,Mariah Hill, 100.00 , 0.30 
18147,Spencer County,47577,Saint Meinrad, 69.97 , 3.60 
18147,Spencer County,47579,Santa Claus, 100.00 , 5.09 
18147,Spencer County,47586,Tell City, 0.02 , 0.01 
18147,Spencer County,47588,Troy, 82.26 , 1.01 
18147,Spencer County,47601,Boonville, 5.28 , 1.76 
18147,Spencer County,47611,Chrisney, 99.99 , 10.37 
18147,Spencer County,47615,Grandview, 99.93 , 9.82 
18147,Spencer County,47634,Richland, 99.83 , 11.44 
18147,Spencer County,47635,Rockport, 99.84 , 21.24 
18147,Spencer County,47637,Tennyson, 11.58 , 1.77 
18141,St. Joseph County,46506,Bremen, 38.15 , 8.64 
18141,St. Joseph County,46530,Granger, 90.11 , 4.94 
18141,St. Joseph County,46536,Lakeville, 92.97 , 5.67 
18141,St. Joseph County,46544,Mishawaka, 99.99 , 8.39 
18141,St. Joseph County,46545,Mishawaka, 100.00 , 3.77 
18141,St. Joseph County,46550,Nappanee, 3.98 , 0.65 
18141,St. Joseph County,46552,New Carlisle, 75.35 , 10.32 
18141,St. Joseph County,46554,North Liberty, 95.59 , 13.84 
18141,St. Joseph County,46556,Notre Dame, 100.00 , 0.21 
18141,St. Joseph County,46561,Osceola, 92.59 , 2.62 
18141,St. Joseph County,46563,Plymouth, 0.33 , 0.11 
18141,St. Joseph County,46573,Wakarusa, 45.02 , 3.22 
18141,St. Joseph County,46574,Walkerton, 29.56 , 6.42 
18141,St. Joseph County,46601,South Bend, 100.00 , 0.44 
18141,St. Joseph County,46613,South Bend, 100.00 , 0.55 
18141,St. Joseph County,46614,South Bend, 100.00 , 12.35 
18141,St. Joseph County,46615,South Bend, 100.00 , 0.72 
18141,St. Joseph County,46616,South Bend, 100.00 , 0.34 
18141,St. Joseph County,46617,South Bend, 100.00 , 0.63 
18141,St. Joseph County,46619,South Bend, 100.00 , 5.35 
18141,St. Joseph County,46628,South Bend, 99.99 , 7.83 
18141,St. Joseph County,46635,South Bend, 100.00 , 0.64 
18141,St. Joseph County,46637,South Bend, 100.00 , 2.36 
18149,Starke County,46340,Hanna, 0.04 , 0.01 
18149,Starke County,46348,La Crosse, 0.13 , 0.02 
18149,Starke County,46366,North Judson, 87.08 , 21.27 
18149,Starke County,46374,San Pierre, 75.86 , 7.63 
18149,Starke County,46511,Culver, 22.44 , 5.29 
18149,Starke County,46531,Grovertown, 94.93 , 6.89 
18149,Starke County,46532,Hamlet, 58.32 , 9.93 
18149,Starke County,46534,Knox, 99.92 , 39.81 
18149,Starke County,46563,Plymouth, 0.05 , 0.02 
18149,Starke County,46574,Walkerton, 14.00 , 4.49 
18149,Starke County,46960,Monterey, 33.21 , 4.32 
18149,Starke County,46968,Ora, 33.86 , 0.31 
18151,Steuben County,46703,Angola, 99.99 , 39.89 
18151,Steuben County,46705,Ashley, 36.26 , 2.58 
18151,Steuben County,46737,Fremont, 99.97 , 21.09 
18151,Steuben County,46742,Hamilton, 74.93 , 12.17 
18151,Steuben County,46747,Hudson, 84.68 , 8.69 
18151,Steuben County,46761,LaGrange, 2.29 , 0.81 
18151,Steuben County,46776,Orland, 85.17 , 6.23 
18151,Steuben County,46779,Pleasant Lake, 100.00 , 8.54 
18153,Sullivan County,47438,Jasonville, 10.86 , 1.52 
18153,Sullivan County,47838,Carlisle, 99.52 , 25.01 
18153,Sullivan County,47848,Dugger, 80.52 , 2.19 
18153,Sullivan County,47849,Fairbanks, 99.87 , 7.17 
18153,Sullivan County,47850,Farmersburg, 82.57 , 9.08 
18153,Sullivan County,47855,Hymera, 100.00 , 0.13 
18153,Sullivan County,47858,Lewis, 14.70 , 1.05 
18153,Sullivan County,47861,Merom, 100.00 , 7.76 
18153,Sullivan County,47879,Shelburn, 100.00 , 13.53 
18153,Sullivan County,47882,Sullivan, 99.99 , 32.56 
18155,Switzerland County,47011,Bennington, 95.23 , 15.68 
18155,Switzerland County,47017,Cross Plains, 3.31 , 0.35 
18155,Switzerland County,47018,Dillsboro, 1.81 , 0.60 
18155,Switzerland County,47020,Florence, 99.86 , 8.40 
18155,Switzerland County,47038,Patriot, 99.92 , 13.09 
18155,Switzerland County,47040,Rising Sun, 30.39 , 9.18 
18155,Switzerland County,47043,Vevay, 98.01 , 45.38 
18155,Switzerland County,47224,Canaan, 25.58 , 3.07 
18155,Switzerland County,47250,Madison, 4.31 , 4.24 
18157,Tippecanoe County,46058,Mulberry, 1.32 , 0.07 
18157,Tippecanoe County,46923,Delphi, 1.35 , 0.37 
18157,Tippecanoe County,47901,Lafayette, 100.00 , 0.12 
18157,Tippecanoe County,47904,Lafayette, 100.00 , 1.09 
18157,Tippecanoe County,47905,Lafayette, 99.99 , 23.88 
18157,Tippecanoe County,47906,West Lafayette, 93.79 , 24.70 
18157,Tippecanoe County,47907,West Lafayette, 100.00 , 0.23 
18157,Tippecanoe County,47909,Lafayette, 100.00 , 21.77 
18157,Tippecanoe County,47918,Attica, 1.52 , 0.41 
18157,Tippecanoe County,47920,Battle Ground, 74.40 , 4.39 
18157,Tippecanoe County,47924,Buck Creek, 100.00 , 0.01 
18157,Tippecanoe County,47930,Clarks Hill, 74.76 , 4.33 
18157,Tippecanoe County,47941,Dayton, 100.00 , 0.10 
18157,Tippecanoe County,47955,Linden, 1.40 , 0.06 
18157,Tippecanoe County,47967,New Richmond, 18.01 , 1.22 
18157,Tippecanoe County,47970,Otterbein, 4.65 , 0.63 
18157,Tippecanoe County,47981,Romney, 99.98 , 8.01 
18157,Tippecanoe County,47992,Westpoint, 99.87 , 8.61 
18159,Tipton County,46031,Atlanta, 33.87 , 6.00 
18159,Tipton County,46036,Elwood, 26.06 , 8.32 
18159,Tipton County,46045,Goldsmith, 100.00 , 0.03 
18159,Tipton County,46049,Kempton, 95.96 , 9.26 
18159,Tipton County,46050,Kirklin, 4.50 , 0.82 
18159,Tipton County,46068,Sharpsville, 99.99 , 17.12 
18159,Tipton County,46072,Tipton, 100.00 , 41.04 
18159,Tipton County,46076,Windfall, 98.31 , 16.70 
18159,Tipton County,46902,Kokomo, 1.43 , 0.29 
18159,Tipton County,46979,Russiaville, 2.38 , 0.42 
18161,Union County,47003,West College Corner, 80.72 , 5.09 
18161,Union County,47010,Bath, 10.26 , 0.51 
18161,Union County,47325,Brownsville, 78.88 , 11.55 
18161,Union County,47331,Connersville, 3.32 , 3.88 
18161,Union County,47353,Liberty, 99.93 , 78.98 
18163,Vanderburgh County,47610,Chandler, 0.02 , 0.00 
18163,Vanderburgh County,47613,Elberfeld, 0.59 , 0.11 
18163,Vanderburgh County,47639,Haubstadt, 31.62 , 6.64 
18163,Vanderburgh County,47708,Evansville, 99.74 , 0.23 
18163,Vanderburgh County,47710,Evansville, 100.00 , 3.94 
18163,Vanderburgh County,47711,Evansville, 100.00 , 7.20 
18163,Vanderburgh County,47712,Evansville, 78.21 , 21.89 
18163,Vanderburgh County,47713,Evansville, 100.00 , 1.68 
18163,Vanderburgh County,47714,Evansville, 99.89 , 4.41 
18163,Vanderburgh County,47715,Evansville, 99.95 , 9.22 
18163,Vanderburgh County,47720,Evansville, 99.98 , 23.74 
18163,Vanderburgh County,47722,Evansville, 100.00 , 0.03 
18163,Vanderburgh County,47725,Evansville, 99.19 , 20.92 
18165,Vermillion County,47842,Clinton, 96.98 , 27.65 
18165,Vermillion County,47847,Dana, 99.99 , 18.58 
18165,Vermillion County,47854,Hillsdale, 100.00 , 13.90 
18165,Vermillion County,47884,Universal, 100.00 , 0.01 
18165,Vermillion County,47928,Cayuga, 99.98 , 18.92 
18165,Vermillion County,47932,Covington, 16.22 , 7.01 
18165,Vermillion County,47952,Kingman, 0.03 , 0.01 
18165,Vermillion County,47974,Perrysville, 99.97 , 13.92 
18167,Vigo County,47802,Terre Haute, 100.00 , 39.39 
18167,Vigo County,47803,Terre Haute, 99.99 , 8.61 
18167,Vigo County,47804,Terre Haute, 100.00 , 1.58 
18167,Vigo County,47805,Terre Haute, 100.00 , 12.78 
18167,Vigo County,47807,Terre Haute, 100.00 , 0.90 
18167,Vigo County,47809,Terre Haute, 100.00 , 0.05 
18167,Vigo County,47834,Brazil, 8.52 , 3.19 
18167,Vigo County,47842,Clinton, 2.98 , 0.54 
18167,Vigo County,47846,Cory, 0.07 , 0.01 
18167,Vigo County,47850,Farmersburg, 17.43 , 2.12 
18167,Vigo County,47858,Lewis, 24.94 , 1.97 
18167,Vigo County,47863,New Goshen, 100.00 , 0.02 
18167,Vigo County,47866,Pimento, 100.00 , 5.01 
18167,Vigo County,47871,Riley, 100.00 , 0.02 
18167,Vigo County,47874,Rosedale, 19.67 , 3.49 
18167,Vigo County,47885,West Terre Haute, 99.99 , 20.32 
18169,Wabash County,46702,Andrews, 11.15 , 1.05 
18169,Wabash County,46911,Amboy, 18.92 , 1.80 
18169,Wabash County,46919,Converse, 2.15 , 0.19 
18169,Wabash County,46926,Denver, 3.75 , 0.35 
18169,Wabash County,46940,La Fontaine, 73.31 , 9.52 
18169,Wabash County,46941,Lagro, 100.00 , 7.38 
18169,Wabash County,46943,Laketon, 100.00 , 0.10 
18169,Wabash County,46946,Liberty Mills, 100.00 , 0.01 
18169,Wabash County,46962,North Manchester, 91.78 , 22.90 
18169,Wabash County,46970,Peru, 1.36 , 0.58 
18169,Wabash County,46974,Roann, 68.21 , 6.64 
18169,Wabash County,46980,Servia, 100.00 , 0.01 
18169,Wabash County,46982,Silver Lake, 23.94 , 2.55 
18169,Wabash County,46990,Urbana, 99.99 , 7.17 
18169,Wabash County,46992,Wabash, 100.00 , 39.74 
18171,Warren County,47906,West Lafayette, 2.11 , 0.76 
18171,Warren County,47917,Ambia, 57.87 , 6.70 
18171,Warren County,47918,Attica, 39.91 , 14.80 
18171,Warren County,47921,Boswell, 48.18 , 4.78 
18171,Warren County,47932,Covington, 20.02 , 6.14 
18171,Warren County,47944,Fowler, 1.08 , 0.56 
18171,Warren County,47970,Otterbein, 46.90 , 8.68 
18171,Warren County,47975,Pine Village, 96.17 , 10.37 
18171,Warren County,47982,State Line, 100.00 , 0.04 
18171,Warren County,47991,West Lebanon, 100.00 , 6.94 
18171,Warren County,47993,Williamsport, 99.99 , 40.22 
18173,Warrick County,47523,Dale, 51.06 , 8.07 
18173,Warrick County,47537,Gentryville, 44.79 , 2.15 
18173,Warrick County,47541,Holland, 1.59 , 0.07 
18173,Warrick County,47601,Boonville, 94.72 , 32.37 
18173,Warrick County,47610,Chandler, 99.98 , 11.87 
18173,Warrick County,47613,Elberfeld, 80.46 , 8.91 
18173,Warrick County,47619,Lynnville, 81.41 , 9.49 
18173,Warrick County,47630,Newburgh, 99.82 , 13.11 
18173,Warrick County,47634,Richland, 0.05 , 0.01 
18173,Warrick County,47637,Tennyson, 88.41 , 13.88 
18173,Warrick County,47639,Haubstadt, 0.55 , 0.07 
18173,Warrick County,47715,Evansville, 0.05 , 0.00 
18175,Washington County,47102,Austin, 0.03 , 0.00 
18175,Washington County,47106,Borden, 3.16 , 0.42 
18175,Washington County,47108,Campbellsburg, 94.12 , 17.21 
18175,Washington County,47115,Depauw, 1.52 , 0.16 
18175,Washington County,47120,Fredericksburg, 99.25 , 3.61 
18175,Washington County,47125,Hardinsburg, 47.50 , 4.70 
18175,Washington County,47126,Henryville, 1.62 , 0.12 
18175,Washington County,47145,Milltown, 6.78 , 0.55 
18175,Washington County,47164,Palmyra, 25.03 , 1.68 
18175,Washington County,47165,Pekin, 94.40 , 15.04 
18175,Washington County,47167,Salem, 100.00 , 40.48 
18175,Washington County,47170,Scottsburg, 36.80 , 11.08 
18175,Washington County,47229,Crothersville, 0.02 , 0.00 
18175,Washington County,47260,Medora, 0.07 , 0.01 
18175,Washington County,47281,Vallonia, 42.07 , 4.93 
18175,Washington County,47421,Bedford, 0.01 , 0.01 
18175,Washington County,47452,Orleans, 0.01 , 0.00 
18177,Wayne County,47324,Boston, 100.00 , 0.03 
18177,Wayne County,47327,Cambridge City, 80.37 , 10.64 
18177,Wayne County,47330,Centerville, 100.00 , 14.62 
18177,Wayne County,47331,Connersville, 0.01 , 0.00 
18177,Wayne County,47339,Economy, 99.96 , 3.72 
18177,Wayne County,47341,Fountain City, 99.96 , 8.61 
18177,Wayne County,47345,Greens Fork, 100.00 , 8.33 
18177,Wayne County,47346,Hagerstown, 89.64 , 8.95 
18177,Wayne County,47354,Losantville, 3.75 , 0.25 
18177,Wayne County,47355,Lynn, 0.05 , 0.01 
18177,Wayne County,47357,Milton, 77.14 , 7.09 
18177,Wayne County,47358,Modoc, 2.76 , 0.25 
18177,Wayne County,47360,Mooreland, 4.57 , 0.38 
18177,Wayne County,47374,Richmond, 99.97 , 29.57 
18177,Wayne County,47392,Webster, 100.00 , 0.28 
18177,Wayne County,47393,Williamsburg, 86.33 , 7.27 
18179,Wells County,46714,Bluffton, 93.72 , 33.50 
18179,Wells County,46731,Craigville, 99.95 , 3.94 
18179,Wells County,46740,Geneva, 2.46 , 0.41 
18179,Wells County,46759,Keystone, 99.98 , 7.97 
18179,Wells County,46766,Liberty Center, 100.00 , 4.83 
18179,Wells County,46770,Markle, 56.37 , 7.43 
18179,Wells County,46777,Ossian, 92.69 , 15.34 
18179,Wells County,46778,Petroleum, 100.00 , 0.01 
18179,Wells County,46781,Poneto, 100.00 , 7.42 
18179,Wells County,46783,Roanoke, 3.27 , 0.50 
18179,Wells County,46791,Uniondale, 100.00 , 4.57 
18179,Wells County,46792,Warren, 22.07 , 6.16 
18179,Wells County,46798,Yoder, 2.07 , 0.11 
18179,Wells County,46799,Zanesville, 95.15 , 0.10 
18179,Wells County,46952,Marion, 5.25 , 1.60 
18179,Wells County,46991,Van Buren, 0.04 , 0.00 
18179,Wells County,47348,Hartford City, 0.82 , 0.27 
18179,Wells County,47359,Montpelier, 37.81 , 5.83 
18181,White County,46978,Royal Center, 7.32 , 1.01 
18181,White County,46985,Star City, 4.17 , 0.57 
18181,White County,46996,Winamac, 0.12 , 0.04 
18181,White County,47906,West Lafayette, 4.10 , 1.07 
18181,White County,47920,Battle Ground, 20.71 , 1.21 
18181,White County,47923,Brookston, 97.89 , 17.81 
18181,White County,47925,Buffalo, 100.00 , 0.01 
18181,White County,47926,Burnettsville, 63.67 , 4.12 
18181,White County,47929,Chalmers, 100.00 , 9.16 
18181,White County,47950,Idaville, 78.86 , 5.94 
18181,White County,47959,Monon, 83.22 , 11.37 
18181,White County,47960,Monticello, 84.60 , 21.21 
18181,White County,47970,Otterbein, 2.99 , 0.40 
18181,White County,47977,Remington, 0.01 , 0.00 
18181,White County,47978,Rensselaer, 0.76 , 0.38 
18181,White County,47980,Reynolds, 100.00 , 9.70 
18181,White County,47995,Wolcott, 98.74 , 15.98 
18183,Whitley County,46562,Pierceton, 8.96 , 1.60 
18183,Whitley County,46723,Churubusco, 41.00 , 7.11 
18183,Whitley County,46725,Columbia City, 97.89 , 60.79 
18183,Whitley County,46764,Larwill, 87.47 , 9.90 
18183,Whitley County,46783,Roanoke, 16.18 , 2.72 
18183,Whitley County,46787,South Whitley, 92.57 , 16.98 
18183,Whitley County,46818,Fort Wayne, 1.53 , 0.30 
18183,Whitley County,46962,North Manchester, 1.92 , 0.60 
